compound_name,class_index
Ba1Nd1Fe2O5.69_47,106
Ba1Sm1Fe2O5.036_47,107
Ba1Sm1Fe2O5.091_123,108
Ba1Sm1Fe2O5.5_123,109
Ba1Sr0.2Nd2.8Mn4O12_62,110
Ba1Sr1Fe0.95Mo0.97O5.838_225,111
Ba1Sr1Y1Cu3Pb1O7.01_107,112
Ba1Ta0.02Ti0.96Fe0.02O3_99,113
Ba1Ta0.5Co0.5O3_221,114
Ba1Ta0.5Fe0.5O3_160,115
Ba1Ti0.091Nb0.727O3_191,116
Ba1Ti0.167Nb0.667O3_191,117
Ba1Ti1O2.8152_221,118
Ba1U0.3333In0.6667O3_221,119
Ba2.01Ho0.26U0.66Fe1.05O6_225,120
Ba2.01Ho0.66U0.66Fe0.66O6_225,121
Ba2.01Ho0.79U0.66Fe0.53O6_225,122
Ba2.16Fe4Sn1Pb2.84O13_65,123
Ba2.1Ti1Fe4Pb2.9O13_65,124
Ba2.64Sr1.36Mn4Cu1.956S2O8_129,125
Ba2.6667Bi1.3333O5.67_225,126
Ba2.96Mn3.884Fe4.116Pb5.04O20_62,127
Ba24Nb15.3Zn3Sb2.7O72_185,128
Ba2Bi0.667Te1O6_225,129
Ba2BiSbO6_12,130
Ba2BiSbO6_148,131
Ba2BiSbO6_225,132
Ba2Ca0.25Y0.75In0.46Cu2.54O6.668_123,133
Ba2Ca0.2Y0.8In0.572Cu2.428O6.772_123,134
Ba2Ca0.7333Nb1.2667O5.8998_166,135
Ba2Ca0.7867Nb1.2133O5.823_166,136
Ba2Ca0.8333Nb1.1667O5.7498_166,137
Ba2Ca0.9Nb1.1O5.6502_166,138
Ba2Ca2Tl0.93Cu3O8.84_123,139
Ba2CaIrO6_225,140
Ba2CaMoO6_225,141
Ba2CaOsO6_225,142
Ba2CaReO6_225,143
Ba2CaReO6_87,144
Ba2CaTeO6_225,145
Ba2CaWO6_87,146
Ba2CePtO6_225,147
Ba2Co2O5.562_194,148
Ba2CoIrO6_12,149
Ba2CoIrO6_166,150
Ba2CoMoO6_225,151
Ba2CoWO6_225,152
Ba2CuTeO6_87,153
Ba2CuWO6_87,154
Ba2Dy1.333Mo0.667O6_225,155
Ba2Dy1.333W0.667O6_225,156
Ba2DyReO6_225,157
Ba2DySbO6_225,158
Ba2Er1.3334Mo0.6666O6_140,159
Ba2ErSbO6_225,160
Ba2Eu1Nb1O5.502_225,161
Ba2Eu2Ti2Cu2O11_123,162
Ba2EuReO6_225,163
Ba2EuSbO6_225,164
Ba2Fe0.92Mo0.93O5.6898_225,165
Ba2Fe1.2W0.8O6_225,166
Ba2Fe1Mo0.5W0.5O6_225,167
Ba2Fe2O5_14,168
Ba2Fe4Bi2O11_123,169
Ba2FeMoO6_225,170
Ba2FeReO6_139,171
Ba2FeReO6_225,172
Ba2FeWO6_225,173
Ba2FeWO6_87,174
Ba2Gd1.333Mo0.667O6_225,175
Ba2Gd1.333W0.667O6_225,176
Ba2GdNbO6_87,177
Ba2Ho0.4U0.66Fe0.92O6_225,178
Ba2Ho1.3334Mo0.6666O6_140,179
Ba2HoReO6_225,180
Ba2HoRuO6_225,181
Ba2In1.333W0.667O6_225,182
Ba2In2O5_74,183
Ba2La2Ti2Cu2O11_123,184
Ba2LaNbO6_12,185
Ba2LaReO6_225,186
Ba2Li0.8Te1.2O6_225,187
Ba2MgReO6_225,188
Ba2MgWO6_225,189
Ba2Mn0.99976Te0.99976O5.99952_225,190
Ba2MnMoO6_225,191
Ba2NaReO6_225,192
Ba2Nb5O9_123,193
Ba2NbFeO6_225,194
Ba2NbInO6_225,195
Ba2Nd2Fe4O11_65,196
Ba2Nd2Ti2Cu2O11_123,197
Ba2NdMoO6_225,198
Ba2NdNbO6_12,199
Ba2NdSbO6_225,200
Ba2NiMoO6_225,201
Ba2NiWO6_225,202
Ba2PrNbO6_14,203
Ba2Sm1.333W0.667O6_225,204
Ba2Sm2Fe4O11_53,205
Ba2SmReO6_225,206
Ba2SmSbO6_225,207
Ba2Sr13.316La6.684Al3.524Ru4.476O41.76_196,208
Ba2Sr13.394La6.606Al3.496Ru4.504O41.76_196,209
Ba2SrIrO6_166,210
Ba2Ta1N0.968O3.032_139,211
Ba2TbIrO6_225,212
Ba2TbNbO6_87,213
Ba2TbReO6_225,214
Ba2TbSbO6_225,215
Ba2Ti1.8Fe4.2Bi0.2Pb3.8O16_74,216
Ba2TmReO6_225,217
Ba2Y0.499Cu0.499W0.998O6_225,218
Ba2Y1.333Mo0.667O6_225,219
Ba2Y1.333W0.667O6_225,220
Ba2Y2Mn4O11_65,221
Ba2YAlO5_11,222
Ba2YNbO6_225,223
Ba2YReO6_14,224
Ba2YbReO6_225,225
Ba2YbSbO6_225,226
Ba2YbTaO6_225,227
Ba2ZnWO6_225,228
Ba3.2Sr0.8Fe4O7.999_123,229
Ba3.6La0.4Ce3.2Y0.8O11.28_62,230
Ba3.88La0.12Ce3.48Y0.52O11.64_62,231
Ba3Bi2TeO9_165,232
Ba3CaSb2O9_15,233
Ba3CeRu2O9_194,234
Ba3Co2WO9_194,235
Ba3CoSb2O9_194,236
Ba3ErRu2O9_194,237
Ba3Fe2TeO9_194,238
Ba3Fe3O7F_11,239
Ba3FeS4Br_62,240
Ba3GdRu2O9_194,241
Ba3HoRu2O9_194,242
Ba3La3(Cu3O7)2_123,243
Ba3LiIr2O9_194,244
Ba3LiRu2O9_194,245
Ba3Mn1.5Ir1.5O9_166,246
Ba3Mn1.801Ir1.199O9_166,247
Ba3Mn2.1Ir0.9O9_166,248
Ba3MnNb2O9_164,249
Ba3NaIr2O9_194,250
Ba3NaRu2O9_194,251
Ba3NaRu2O9_63,252
Ba3NdRu2O9_15,253
Ba3NdRu2O9_194,254
Ba3PbO_221,255
Ba3PbO_74,256
Ba3PrRu2O9_194,257
Ba3SnO_221,258
Ba3SnO_74,259
Ba3SrSb2O9_2,260
Ba3SrTa2O9_164,261
Ba3Ta1.98Zn0.97O9_164,262
Ba3TbRu2O9_194,263
Ba3TeO6_88,264
Ba3TmRu2O9_194,265
Ba3UFeSe6_167,266
Ba3UMnS6_167,267
Ba3UMnSe6_167,268
Ba3V2O8_166,269
Ba3Y0.5Cu1.5O5.5_71,270
Ba3Yb2TeO5_123,271
Ba3ZrRu2O9_194,272
Ba4.998Na2Mn1V2O12.98_166,273
Ba42Ta30.76Mn5.26O126_185,274
Ba4Bi(IrO4)3_12,275
Ba4CaMn2MoO12_166,276
Ba4Li0.99Sb3.01O12_229,277
Ba4Mn2.999Sb1.001O12_166,278
Ba4Mn2.9Sn1.1O12_166,279
Ba4Mn3In1O11.22_166,280
Ba4Na(RuO4)3_186,281
Ba4Sc1Cu2C0.96O9.52_123,282
Ba4Ta4H166C80O29_2,283
Ba4Ti0.1In3.9O10.04_74,284
Ba4Ti0.2In3.8O10.12_74,285
Ba4Ti0.3In3.7O10.16_74,286
Ba4USe6_167,287
Ba4Y(CuO3)3_223,288
Ba5.9998Co5Br1.01O13.9998_166,289
Ba5Co3.998Ir1.002O14.15_164,290
Ba5Co5ClO13_194,291
Ba5Fe3.648Ir1.352O14.754_166,292
Ba5Ir5O14.692_12,293
Ba5Nb4O15_164,294
Ba5Ru2Cl2O9_194,295
Ba5Ta2Nb2O15_164,296
Ba5Ta3NbO15_164,297
Ba5Ta4O15_164,298
Ba5TaNb3O15_164,299
Ba6.84_193,300
Ba6Co25S27_221,301
Ba6Co4.148Sb1.852O16.188_194,302
Ba6Fe2.55Ir3.45O18_194,303
Ba6Fe3.98Te2.02O18_194,304
Ba6Fe4.8Ir1.2O17.592_194,305
Ba6Ga2Co11O26_164,306
Ba6Mn6O16.974_187,307
Ba6Na2As2Ru2O17_194,308
Ba6Na2Cr2Ru2O17_194,309
Ba6Na2Mn2Ru2O17_194,310
Ba6Na2Nb2P2O17_164,311
Ba6Na2Nb2V2O16.99998_164,312
Ba6Na2V2Ru2O17_194,313
Ba6Nd2Ti4O17_194,314
Ba6Ru3(ClO6)2_164,315
Ba6Y2Al4O15_13,316
Ba6Y2Al4O15_6,317
Ba6Y2Ti4O17_194,318
Ba7Li3Ru4O19.98_166,319
Ba8Mn6Co2Cl1O21.9999_187,320
Ba8Mn8O22.632_187,321
Ba8Na1.9995Bi6.0005O24_2,322
Ba8Nb6Zn0.083O24_164,323
Ba9.99998Mg0.25Ta7.9O30_186,324
BaBiO3_12,325
BaBiO3_148,326
BaBiO3_14,327
BaBiO3_221,328
BaCeO3_62,329
BaFeCl3_8,330
BaHoFe2O5_47,331
BaInHO3_127,332
BaIrO3_12,333
BaIrO3_15,334
BaIrO3_221,335
BaLa4Ti4O15_165,336
BaLa5V2N7O3_140,337
BaLaCuSbO6_12,338
BaLaInIrO6_62,339
BaNdFe2O5_123,340
BaNdFe2O5_25,341
BaNdFe2O5_47,342
BaNdInO4_14,343
BaPbO3_12,344
BaPr(CoO3)2_123,345
BaPrO3_62,346
BaSc2O4_15,347
BaSiO3_166,348
BaSiO3_194,349
BaSnO3_221,350
BaSr(CoO3)2_194,351
BaSrTa2O7_71,352
BaTaH31C15O8_2,353
BaTiO3_38,354
BaYFeCuO5_99,355
BaZrO3_221,356
Bi0.376Sb0.624H40C12I9N4_12,357
Bi0.536Sb1.464H80C24I18N8_14,358
Bi0.6666C8I6N4_97,359
Bi0.771Sb0.229H40C12I9N4_12,360
Bi1.574Sb0.426H80C24I18N8_14,361
Bi2.6668H96C32I24N16_92,362
Bi2H15C3(NCl3)3_62,363
Bi2H16C12.5I10N2O0.5_2,364
Bi2H18C3(I3N)3_15,365
Bi2H18C3(I3N)3_4,366
Bi2H22C8I8N2O_14,367
Bi2H24C18(I3N)3_62,368
Bi2H30C21I10N3_15,369
Bi2H30C23I9N4_62,370
Bi2H30C9(Br3N)3_9,371
Bi2H42C15(BrN)9_2,372
Bi2H42C18(I3N)3_62,373
Bi2H66C39(NCl3)3_9,374
Bi2P2C16Br9N_62,375
Bi2P2H44C16Br9N_14,376
Bi3H10C7I10N_14,377
Bi3H66C24I17(N2O)3_14,378
Bi3H8C6I10N_15,379
Bi4H44.6468C12I18_194,380
Bi4H60C16Br12.5N8Cl7.5_64,381
Bi4H60C16Br4.748N8Cl15.252_64,382
Bi4H60C16Br9.036N8Cl10.964_64,383
Bi4H64C16Br4.596N8Cl15.404_41,384
Bi4H64C16Br8.52N8Cl11.48_41,385
Bi4Rh4O13.4_227,386
BiC10I4N_15,387
BiH10C10I4N_2,388
BiH10C6I5N2_4,389
BiH10C6I5N2_9,390
BiH12C3I5N2O_152,391
BiH12C3N2Cl5_29,392
BiH15C4Br5N2_64,393
BiH15C4N2Cl5_64,394
BiH16C4Br5N2_41,395
BiH16C4N2Cl5_41,396
BiH16C4N2Cl5_61,397
BiH16C6I5N2_4,398
BiH18C10Br5N4_12,399
BiH21C18(I3N)3_14,400
BiH22C8I5N2O_61,401
BiH24C8S3Br5O_2,402
BiH28C10Br5N2_2,403
BiH28C12Br5N2_14,404
BiH28C18Br5N2_19,405
BiH32C10I9N4_63,406
BiH40C12I9N4_12,407
BiH40C12I9N4_14,408
BiH56C24I9N4_2,409
C28SNO3_2,410
C75S2O_11,411
C9I3N_166,412
Ca0.418332La3.581668Fe4O12_62,413
Ca0.4Nd3.6Fe4O12_62,414
Ca0.4Pr3.6Co4O12_62,415
Ca0.6La3.4Mn4O12_14,416
Ca0.6Tb3.4Mn4O12_62,417
Ca0.8Pr3.2Co4O12_62,418
Ca0.96Mn0.32Si0.64O2.58_221,419
Ca0.9Ti2Pb1.1O6_46,420
Ca1.1La1.9Cu2O5.95_139,421
Ca1.32Tb2.68Mn4O12_62,422
Ca1.332Eu2.668Ti2.668Zn1.332O12_62,423
Ca1.332La2.668Ti2.668Zn1.332O12_62,424
Ca1.332Nd2.668Ti2.668Zn1.332O12_62,425
Ca1.332Pr2.668Ti2.668Zn1.332O12_62,426
Ca1.587056Nd2.412944Fe4O12_62,427
Ca1.5Nb3Ag2O10_139,428
Ca1.6La2.4Fe4O12_62,429
Ca1.9La1.1Mn2O7_139,430
Ca12Ti2.32Nb9.132O40_4,431
Ca1Fe4.21Cu2.79O12_204,432
Ca1Mn4.576Cu2.424O12_204,433
Ca2.2La0.8Mn2O7_139,434
Ca2.4La0.6Mn2O7_139,435
Ca2.666La2.668Ti2.666O12_14,436
Ca2.6La0.4Mn2O7_139,437
Ca2.6Tb1.4Mn4O12_62,438
Ca2CoWO6_14,439
Ca2Fe2O5_33,440
Ca2FeMoO6_14,441
Ca2La2Mn1O7.002_166,442
Ca2La2Mn1O7.998_166,443
Ca2La2Ti2CuO10_139,444
Ca2La2Ti3CuO12_123,445
Ca2MgReO6_14,446
Ca2MnNbO6_62,447
Ca2MnRuO6_62,448
Ca2MnSbO6_11,449
Ca2MnSbO6_62,450
Ca2Nb2O7_4,451
Ca2NbAlO6_14,452
Ca2NbInO6_14,453
Ca2NiWO6_14,454
Ca2Ta3Ag0.66666667O9.33333333_139,455
Ca2TaCrO6_14,456
Ca2TiSiO6_225,457
Ca3.4Tb0.6Mn4O12_62,458
Ca3.96Fe2.66W1.34O11.92_14,459
Ca3AsN_62,460
Ca3BiN_221,461
Ca3GeN_221,462
Ca3GeO_221,463
Ca3GeO_74,464
Ca3Mn2O7_139,465
Ca3Mn3O8_28,466
Ca3OsO6_14,467
Ca3PN_221,468
Ca3PbN_221,469
Ca3PbO_221,470
Ca3SbN_221,471
Ca3SiO_221,472
Ca3SiO_62,473
Ca3SiO_74,474
Ca3SnN_221,475
Ca3SnO_221,476
Ca3Ti(FeO4)2_26,477
Ca3Ti1Al25.88Au6.919_221,478
Ca3WO6_14,479
Ca4.16Nb2.08In1.76O12_14,480
Ca4Al2Si2O11_5,481
Ca4Fe1.88Mo2.12O12_14,482
Ca4Mn3.2Sb0.8O12_11,483
Ca4Mn3.6Sb0.4O12_62,484
Ca4Mn3SbO12_11,485
Ca4NbGaO8_14,486
Ca4Ti4O11.712_62,487
Ca5.334Nb2.666O12_14,488
Ca5Al2Si3O14_15,489
Ca5Fe2Si3O14_15,490
Ca5Nb2.5In0.5O12_14,491
Ca6.088U1.912O12_14,492
Ca6Mn2.4Fe3.6O16_26,493
Ca6Ti2Al1.648Fe2.352O16_51,494
CaCu3(PtO3)4_204,495
CaCu3(RhO3)4_204,496
CaCu3(RuO3)4_204,497
CaDyMnSnO6_62,498
CaGa2Cu3(SbO6)2_201,499
CaGeO3_62,500
CaH48Pb2C20S2I6(N2O3)2_14,501
CaIrO3_36,502
CaIrO3_63,503
CaLa(FeO3)2_2,504
CaLa7(FeO3)8_6,505
CaLaMnSnO6_62,506
CaMn4(CuO4)3_204,507
CaMoO3_62,508
CaNd(FeO3)2_2,509
CaNd7(FeO3)8_1,510
CaNiH3_221,511
CaPtO3_63,512
CaSiO3_221,513
CaSmMnSnO6_62,514
CaSnO3_62,515
CaTa2Ga2(CuO4)3_201,516
CaTb3Mn4O12_62,517
CaTi2MnO6_105,518
CaTi4(CuO4)3_204,519
CaTi4(FeO4)3_204,520
CaTi4(PdO4)3_204,521
CaTiO3_221,522
CaTiO3_62,523
CaTmMn2O6_62,524
CaV4(CoO4)3_204,525
CaV4(PdO4)3_204,526
CaVO3_62,527
Cd1C3.96N10_221,528
Cd1H15.5C10S2N2Cl4_69,529
Cd2C19.96S6N8Cl2_194,530
Cd2C19.96S6N8_194,531
Cd2C36N20.4_140,532
Cd2H27.84C10N2Cl6_194,533
Cd2H33C12N3Cl7F3_173,534
Cd2H33C12N3Cl7F3_176,535
Cd2H39C21N3Cl10_173,536
Cd2P2C8Br6O1.98_194,537
Cd3H12CNCl7O3_11,538
Cd8H56C143.9968N80_114,539
CdC11S3N4F_61,540
CdC16(NCl2)2_139,541
CdC16N2(Cl2F)2_139,542
CdC16N2(Cl2F)2_14,543
CdC4(NCl3)2_64,544
CdCo3N_221,545
CdGeO3_62,546
CdH10C10(NCl2)2_15,547
CdH10C3SBr3N_36,548
CdH10C4N2(Cl2F3)2_15,549
CdH10C5NCl3_14,550
CdH10C5NCl3_62,551
CdH11C4NCl4_9,552
CdH12(C2N5)2_15,553
CdH12C4Br4(NF2)2_61,554
CdH12C4N2(ClF)4_61,555
CdH12C4N2(ClF)4_64,556
CdH12C4NCl3O_14,557
CdH12C4NCl3O_62,558
CdH12C4NCl3_14,559
CdH12C5NCl3_14,560
CdH13C7NCl4_14,561
CdH14(C2N5)2_11,562
CdH14(C4O)5_61,563
CdH14C4Br4(NCl)2_41,564
CdH14C4BrN2Cl5_41,565
CdH14C4N2(Cl2F)2_14,566
CdH14C5NCl3O_33,567
CdH14C5NCl3_61,568
CdH16C10S2(NCl2)2_61,569
CdH16C28(NO6)2_15,570
CdH16C6(NCl2)2_14,571
CdH16C6(NCl2)2_64,572
CdH16C7NCl3_14,573
CdH16C7NCl3_2,574
CdH16C7NCl3_63,575
CdH17C10S3BrN4_61,576
CdH17C10S3N4Cl_61,577
CdH17C10S3N4F_61,578
CdH17C11S3N4F_61,579
CdH20(C8N5)2_33,580
CdH21C18Br8N3_14,581
CdH22C16N2(Cl2F)2_14,582
CdH24C16(NCl2)2_61,583
CdH24C22S2N2(O2F3)2_14,584
CdH28(C9N5)2_13,585
CdH28(C9N5)2_14,586
CdH28C12(NCl2)2_36,587
CdH28C12(NCl2)2_8,588
CdH32C20(NCl2)2_1,589
CdH32C20(NCl2)2_9,590
CdH4C3SBr3N_12,591
CdH4C3SBr3N_63,592
CdH6C4N2(Cl2F)2_64,593
CdH6CI3N_14,594
CdH7(C9N5)2_114,595
CdH7C3NO6_33,596
CdH8C2(NCl2)2_139,597
CdH8C2NCl3_14,598
CdH8C3SBr3N_36,599
CdH8C4Br3N_12,600
CdH9C4(NO2)3_167,601
CdNi3N_221,602
CdNiH8C6(S3N4)2_14,603
CdP(C5N3)3_64,604
CdP(C5N3)3_72,605
CdP2H36(C19Cl2)2_198,606
CdP3H11C(NO3)2_14,607
CdP3H11C(NO3)2_15,608
CdPH11C4Br3O_62,609
CdPH11C7S3N3F_14,610
CdPH11C7S3N3F_62,611
CdPH12C7(SN)3_14,612
CdPH12C7(SN)3_62,613
CdPH18C14N9F_15,614
CdPH18C14N9F_64,615
CdPH19C14N9Cl_19,616
CdPH19C14N9Cl_60,617
CdPH22(C5N3)3_14,618
Ce1.33334Nb4O12_10,619
Ce1.334Ti2O6_47,620
Ce1B0.55Rh3_221,621
Ce3.99968Nb3.9N6.04O5.96_62,622
Ce3Co4Sn13_223,623
CeBRh3_221,624
CeC30N9O22_21,625
CeC34(N3O8)3_65,626
CeH60C28N13O28_4,627
Co(C9N5)2_140,628
Co0.1429Rh0.8571O3_166,629
Co2C35.92N20_72,630
Co2H21(C9N5)4_52,631
Co2H6C10N1.98O12_167,632
Co3H64C66N8O27_2,633
Co4H169.712C104N40_52,634
Co8H285.32C175.8932N80.0132_18,635
CoH12C16N5O2_138,636
CoH12C2(Br2N)2_14,637
CoH18C8(NO2)4_56,638
CoH36C12S6(IO3)2_159,639
CoH7(C9N5)2_114,640
CoH8C3(NO3)2_33,641
CoH8C3(NO3)2_62,642
Cr0.495Re0.505Pb1O3_221,643
Cr2Cu3(OF)12_2,644
Cr2O3_167,645
CrBiO3_62,646
Cs(IN2)3_221,647
Cs0.72K5.28Si2F14_127,648
Cs1.92La1Nb2Cl0.97O7_123,649
Cs1C8.0004Cl3O12_221,650
Cs1In0.0672Sn0.9Cl3_221,651
Cs1Mn0.0998Sn0.9Cl3_221,652
Cs2AgBiBr6_225,653
Cs2AgBiCl6_225,654
Cs2AgSbCl6_225,655
Cs2H30C10Br6N4O_38,656
Cs2In0.96Ag2Bi1.04H40C12Br14N4_11,657
Cs2InAgCl6_225,658
Cs2InH2Cl5O_62,659
Cs2KYF6_225,660
Cs2NaBiCl6_225,661
Cs2NaInCl6_225,662
Cs2NaMoCl6_225,663
Cs2NaVCl6_225,664
Cs2NaYF6_225,665
Cs2PbN2(ClO3)2_141,666
Cs2RbYF6_225,667
Cs2SnI6_225,668
Cs3Bi2Cl9_62,669
Cs3Bi2I5.226Br3_164,670
Cs3Cu2Br5_62,671
Cs3Cu2Cl5_62,672
Cs3Cu2I5_62,673
Cs3MnBr2Cl3_140,674
Cs3MnBr3Cl2_140,675
Cs3MnBr5_140,676
Cs3MnCl5_140,677
Cs3MnI3Br2_140,678
Cs3MnI3Cl2_90,679
Cs3Sb2I9_164,680
Cs4CdNi3F12_166,681
Cs4PbBr6_167,682
Cs5CaNi4F15_194,683
Cs8In1.5001Au3.4999Cl23.0004_221,684
CsAgBiH20C6Br7N2_11,685
CsAgBiH24C8Br7N2_11,686
CsAgBiH24C8Br7N2_139,687
CsAgBiH24C8Br7N2_4,688
CsBa2Co2F9_166,689
CsBa2Nb3O10_123,690
CsBa2Ni2F9_166,691
CsBa2Zn2F9_166,692
CsBaCaB2O5F_113,693
CsC8(ClO4)3_63,694
CsCa2Nb3O10_62,695
CsCa2Ta3O10_123,696
CsCaLaTiNb2O10_123,697
CsCdBr3_194,698
CsCoC3(SN)3_14,699
CsCu2Br3_63,700
CsCu2Cl3_63,701
CsCu2I3_63,702
CsGe2H18C14I7(NCl)2_39,703
CsGeI3_160,704
CsH14C6Br3N2_60,705
CsH14C6I(NCl)2_152,706
CsH14C6I3N2_194,707
CsH14C6N2Cl3_15,708
CsH14Pb2C4Br7N2_11,709
CsH15C7N2Cl3O12F_14,710
CsH16C7I3N2_146,711
CsH16C7I3N2_9,712
CsH24Pb2C8Br7N2_62,713
CsH24Pb2C8Br7N2_64,714
CsInBr3_87,715
CsInCl3_87,716
CsLa2TaTi2O10_123,717
CsLa2Ti2NbO10_123,718
CsLi3Co(CO2)6_167,719
CsLi3Fe(CO2)6_167,720
CsLi3Ni(CO2)6_167,721
CsMgH12(ClO2)3_1,722
CsMnC3(SN)3_14,723
CsNd2Ti2NbO10_123,724
CsNdNb2O7_26,725
CsNiC3(SN)3_14,726
CsPb2Cl5_140,727
CsPbBr3_62,728
CsPbCl3_221,729
CsPbI2Br_11,730
CsPbI3_62,731
CsPr2Ti2NbO10_123,732
CsRbCo2F6_194,733
CsSm2Ti2NbO10_123,734
CsSmH56C28(NO2)12_13,735
CsSr2Nb3O10_123,736
CsSr2Ta3O10_123,737
CsTlAgH24C16Br7N2_2,738
Cu2Bi2H66C24I16N8O_14,739
Cu2Sb2H66C24I16N8O_14,740
CuBiH56C24(I2N)4_14,741
CuBiH56C24(I2N)4_9,742
CuBiH58C24I8N4O_15,743
CuC5NO6_2,744
CuH11C5NO6_15,745
CuH18C14N2(Cl2F)2_62,746
CuH18C6(NCl2)2_14,747
CuH18C6N2(Cl2O)2_56,748
CuH18C8Br2(NO2)2_2,749
CuH18PbC8Br4(NO2)2_14,750
