compound_name,class_index
Ba0.22La0.78Ti0.22Cr0.78O3_221,64
Ba0.22Sr0.44La1.34Mg0.2Mn1.8O6_74,65
Ba0.22Sr0.44La1.34Mn1.6Co0.4O6_74,66
Ba0.22Sr0.44La1.34Mn1.8Co0.2O6_74,67
Ba0.22Sr0.44La1.34Mn2O6_74,68
Ba0.23Mg0.29Nb0.71Pb0.77O3_221,69
Ba0.2475La0.0025Ti0.25Fe0.75Bi0.75O3_221,70
Ba0.248Sr0.752Ti0.942Sn0.058O3_221,71
Ba0.2496Sr0.7488Zr0.2832Ti0.7152O3_221,72
Ba0.24La1.76Co2O6_167,73
Ba0.256Sr0.744Ti1O3_221,74
Ba0.25Ca0.1La0.65Mn1O3_221,75
Ba0.25Fe1Bi0.75O3_99,76
Ba0.25La0.0075Ti0.25Fe0.75Bi0.7425O3_221,77
Ba0.25La0.75Co1O3_221,78
Ba0.25La0.75Mn1O3_221,79
Ba0.25La1.75Mn2O6_167,80
Ba0.25Sr0.75Tc1O3_221,81
Ba0.26La0.74Ti0.26Cr0.74O3_221,82
Ba0.26La1.34Mn2Zn0.4O6_167,83
Ba0.282Sr0.718Ti0.937Sn0.063O3_221,84
Ba0.28La0.72Co1O3_221,85
Ba0.28Sr0.57Co1Bi0.15O2.598_221,86
Ba0.28Sr0.57Co1Bi0.15O2.607_221,87
Ba0.28Sr0.57Co1Bi0.15O2.676_221,88
Ba0.28Sr0.57Fe0.25Co0.75Bi0.15O2.721_221,89
Ba0.28Sr0.57Fe0.25Co0.75Bi0.15O2.724_221,90
Ba0.28Sr0.57Fe0.5Co0.5Bi0.15O2.652_221,91
Ba0.28Sr0.57Fe0.5Co0.5Bi0.15O2.823_221,92
Ba0.28Sr0.57Fe0.75Co0.25Bi0.15O2.706_221,93
Ba0.28Sr0.57Fe0.75Co0.25Bi0.15O2.775_221,94
Ba0.28Sr0.57Fe1Bi0.15O2.658_221,95
Ba0.28Sr0.57Fe1Bi0.15O2.853_221,96
Ba0.2Ca0.2La1.6Mn1.8Co0.2O6_167,97
Ba0.2Ca0.2La1.6Mn1.9Co0.1O6_167,98
Ba0.2Ca0.2La1.6Mn2O6_167,99
Ba0.2Ca0.5La1.3Mn2O6_167,100
Ba0.2Ca0.8La1Mn2O6_74,101
Ba0.2Fe0.95Co0.05Bi0.8O3_99,102
Ba0.2Fe0.97Co0.03Bi0.8O3_123,103
Ba0.2Fe1Bi0.8O2.799F0.201_99,104
Ba0.2Fe1Bi0.8O2.9001_99,105
Ba0.2Fe1Bi0.8O3_99,106
Ba0.2La0.8Mn1O3_221,107
Ba0.2La0.8Ti0.2Cr0.8O3_221,108
Ba0.2La1.8Co2O6_167,109
Ba0.2La3.8In4O12_62,110
Ba0.2La3.8Mg0.8Ga3.2O10.928_62,111
Ba0.2La3.8Mn4O12_62,112
Ba0.2La3.8Ti0.2Mn3.8O12_62,113
Ba0.2Mg0.167Ti0.5Nb0.333Pb0.8O3_99,114
Ba0.2Nb0.5Fe0.5Pb0.8O3_221,115
Ba0.2Sr0.3La0.5Mn1O3_123,116
Ba0.2Sr0.3La0.5Mn1O3_221,117
Ba0.2Sr0.4Ca1.4La2Mn4O12_62,118
Ba0.2Sr0.4La0.4Ta0.2Co0.8O3_221,119
Ba0.2Sr0.4La1.2Mn2O6_167,120
Ba0.2Sr0.6La1.2Mn2O6_167,121
Ba0.2Sr0.8Ca1La2Mn4O12_62,122
Ba0.2Sr0.8Fe1O2.679_221,123
Ba0.2Sr0.8Fe1O3_221,124
Ba0.2Sr0.8Ti1O3_221,125
Ba0.2Sr1.2Ca0.6La2Mn4O12_62,126
Ba0.2Ti0.1Fe0.9Bi0.8O2.949_99,127
Ba0.2Zr0.4Ti0.6Pb0.8O3_99,128
Ba0.2Zr0.65Ti0.35Pb0.8O3_221,129
Ba0.30614Ti0.30614Fe0.69386Bi0.59508O3_221,130
Ba0.32La0.68Ti0.32Cr0.68O3_221,131
Ba0.332Ca0.332La1.334Mn2O6_167,132
Ba0.332Ca1La2.668Mn4O12_62,133
Ba0.333Ca0.333La0.333Ti0.667Zn0.333O2.649_221,134
Ba0.333La0.667Mg0.067Ti0.667Cu0.266O3_221,135
Ba0.333La0.667Mn0.85Cr0.15O3_221,136
Ba0.333La0.667Ti0.667Cd0.067Cu0.266O3_221,137
Ba0.333La0.667Ti0.667Zn0.067Cu0.266O3_221,138
Ba0.33La0.67Mn1O3_221,139
Ba0.33La0.67Ti0.05Mn0.95O3_221,140
Ba0.33La0.67Ti0.15Mn0.85O3_221,141
Ba0.33La0.67Ti0.4Mn0.6O3_221,142
Ba0.33La0.67Ti0.6Mn0.4O3_221,143
Ba0.34La0.66Ti0.34Cr0.66O3_221,144
Ba0.34La1.66Mn1.8Cu0.2O6_167,145
Ba0.34La1.66Mn1.8Zn0.2O6_167,146
Ba0.35937Ti0.35937Fe0.64063Bi0.54824O3_221,147
Ba0.35La0.65Co1O3_221,148
Ba0.35La1.65Mn2O6_167,149
Ba0.36La0.64Ti0.36Cr0.64O3_221,150
Ba0.36La1.34Mn2Zn0.3O6_167,151
Ba0.36La1.64Co2O6_167,152
Ba0.36La1.64Mn2O6_167,153
Ba0.36Sr0.64La0.1Sm0.9Fe2O6_167,154
Ba0.37La1.63Mn2O6_167,155
Ba0.38Ca0.18La0.44Ti0.57Mn0.43O2.907_221,156
Ba0.38Ca0.18La0.44Ti0.58Ni0.42O2.85_221,157
Ba0.38La0.62Ti0.38Cr0.62O3_221,158
Ba0.38Sr0.12La0.34Nd0.16Fe1O2.994_221,159
Ba0.392La1.608Mn1.84Cu0.16O6_167,160
Ba0.392La1.608Mn1.84Zn0.16O6_167,161
Ba0.3Ca0.4La1.3Mn2O6_167,162
Ba0.3Fe1Bi0.7O2.7F0.3_99,163
Ba0.3Fe1Bi0.7O2.85_99,164
Ba0.3La0.7Co1O3_221,165
Ba0.3La0.7Mn0.1Co0.9O3_221,166
Ba0.3La0.7Mn0.2Co0.8O3_221,167
Ba0.3La0.7Mn0.4Co0.6O3_221,168
Ba0.3La0.7Mn1O3_221,169
Ba0.3La0.7Ti0.3Cr0.7O3_221,170
Ba0.3La1.3Mn2O6_167,171
Ba0.3La1.7Co2O6_167,172
Ba0.3La1.7Mn2O6_167,173
Ba0.3La3.7Mn4O12_62,174
Ba0.3Na0.152La1.42Mn2O5.94_167,175
Ba0.3Na0.7Ti0.3Nb0.7O3_221,176
Ba0.3Nb0.5Fe0.5Pb0.7O3_221,177
Ba0.3Sr0.4La1.2Mn2O6_167,178
Ba0.3Zr0.4Ti0.6Pb0.7O3_99,179
Ba0.3Zr0.65Ti0.35Pb0.7O3_221,180
Ba0.414Mg0.28Nb0.72Pb0.586O3_221,181
Ba0.42La0.58Ti0.42Cr0.58O3_221,182
Ba0.437Sr0.563Ti1O3_221,183
Ba0.444La1.556Mn1.88Cu0.12O6_167,184
Ba0.444La1.556Mn1.88Zn0.12O6_167,185
Ba0.44La0.56Ti0.44Cr0.56O3_221,186
Ba0.44Nd1.56Co2O6_74,187
Ba0.44Sr0.88La2.68Mg0.8Mn3.2O12_62,188
Ba0.44Sr0.88La2.68Mn2.8Co1.2O12_62,189
Ba0.44Sr0.88La2.68Mn4O12_62,190
Ba0.45La0.55Co1O3_221,191
Ba0.45La1.55Mn2O6_167,192
Ba0.46Ca0.2La1.04Y0.3Mn2O6_167,193
Ba0.46Ca0.2La1.14Y0.2Mn2O6_167,194
Ba0.46Ca0.2La1.24Y0.1Mn2O6_167,195
Ba0.46Ca0.2La1.34Mn2O6_167,196
Ba0.46La0.54Ti0.46Cr0.54O3_221,197
Ba0.46Na0.056La1.44Mn2O6_167,198
Ba0.48Ca0.51Ti0.84Sn0.16O3_99,199
Ba0.48La0.52Mn0.51Ru0.49O3_221,200
Ba0.48La0.52Ti0.48Cr0.52O3_221,201
Ba0.496La1.504Mn1.92Cu0.08O6_167,202
Ba0.496La1.504Mn1.92Zn0.08O6_167,203
Ba0.4Ca0.1La0.5Mn1O3_123,204
Ba0.4Ca0.2La1.4Mn1.7Cr0.3O6_167,205
Ba0.4Ca0.2La1.4Mn1.8Cr0.2O6_167,206
Ba0.4Ca0.2La1.4Mn2O6_167,207
Ba0.4Ca0.2Nd0.4Ti0.6Zn0.4O2.898_221,208
Ba0.4Ca0.4La1.2Mn2O6_167,209
Ba0.4Ca1.2La2.4Mn4O12_62,210
Ba0.4La0.6Co1O3_221,211
Ba0.4La0.6Fe0.1Co0.9O3_221,212
Ba0.4La0.6Mn0.1Co0.9O3_221,213
Ba0.4La0.6Ti0.4Cr0.6O3_221,214
Ba0.4La1.6Co2O6_167,215
Ba0.4La1.6Co2O6_74,216
Ba0.4La1.6Fe1.6Co0.4O6_167,217
Ba0.4La1.6Mn1.6Fe0.4O6_167,218
Ba0.4La1.6Mn1.7Fe0.3O6_167,219
Ba0.4La1.6Mn1.8Fe0.2O6_167,220
Ba0.4La1.6Mn1.9Fe0.1O6_167,221
Ba0.4La1.6Mn2O6_167,222
Ba0.4La3.6In4O12_62,223
Ba0.4La3.6Mg1.8Ti2.2O12_14,224
Ba0.4La3.6Mg2.5334Nb1.4666O12_14,225
Ba0.4La3.6Mg2Ti1.8W0.2O12_14,226
Ba0.4La3.6Mn4O12_62,227
Ba0.4La3.6Ti0.4Mn3.6O12_62,228
Ba0.4Nd3.6Mn4O12_62,229
Ba0.4Pr3.6Co4O12_62,230
Ba0.4Pr3.6Mn4O12_62,231
Ba0.4Sr0.1La0.5Mn1O3_221,232
Ba0.4Sr0.35Ca0.25Ti1O3_221,233
Ba0.4Sr0.3Ca0.3Ti1O3_221,234
Ba0.4Sr0.43Ca0.17Ti1O3_221,235
Ba0.4Sr0.45Ca0.15Ti1O3_221,236
Ba0.4Sr0.4Ca0.2Ti1O3_221,237
Ba0.4Sr0.4La1.2Mn2O6_167,238
Ba0.4Sr0.55Ca0.05Ti1O3_221,239
Ba0.4Sr0.5Ca0.1Ti1O3_221,240
Ba0.4Sr0.6Ti1H0.294O2.706_221,241
Ba0.4Sr0.6Ti1O3_221,242
Ba0.4Sr0.8Nd2.8Mn4O12_62,243
Ba0.4Sr1.6La2Zn2Sb2O12_14,244
Ba0.4Sr3.6Ca2W2O12_14,245
Ba0.4Sr3.6Ho2Ru2O12_14,246
Ba0.4Sr3.6Ru4O12_62,247
Ba0.4Sr3.6Sn4O12_62,248
Ba0.4Sr3.6Ta2In2O12_14,249
Ba0.4Sr3.6Ti0.4Ru3.6O12_62,250
Ba0.4Sr3.6Y2Ir2O12_14,251
Ba0.4Sr3.6Y2Os2O12_14,252
Ba0.4Zr0.4Ti0.6Pb0.6O3_99,253
Ba0.4Zr0.65Ti0.35Pb0.6O3_221,254
Ba0.50124Ti0.50124Fe0.49876Bi0.34492O3_221,255
Ba0.50127Ti0.50127Fe0.49873Bi0.34453O3_221,256
Ba0.51745Ti0.51745Fe0.48254Bi0.44464O3_221,257
Ba0.51Ca0.48Ti0.83Sn0.17O3_99,258
Ba0.52Sr0.48La0.08Nd0.92Fe2O5.964_167,259
Ba0.5472Na0.2208La0.2016Eu0.0192Ti0.9984O2.9952_221,260
Ba0.548La1.452Mn1.96Cu0.04O6_167,261
Ba0.548La1.452Mn1.96Zn0.04O6_167,262
Ba0.54La1.46Sc0.2Mn1.8O6_167,263
Ba0.54La1.46Sc2O5.73_74,264
Ba0.552La1.448Sc0.16Mn1.84O6_167,265
Ba0.564La1.436Sc0.12Mn1.88O6_167,266
Ba0.575Sr0.425Sn1O3_123,267
Ba0.576La1.424Sc0.08Mn1.92O6_167,268
Ba0.57Ca0.43Ti0.87Sn0.13O3_99,269
Ba0.588La1.412Sc0.04Mn1.96O6_167,270
Ba0.592Sr0.408Ti1O3_221,271
Ba0.5952Na0.1968La0.1776Eu0.0192Ti0.9984O3_221,272
Ba0.5La0.5Co1O2.871_221,273
Ba0.5La0.5Co1O2.88954_221,274
Ba0.5La0.5Co1O2.90931_221,275
Ba0.5La0.5Co1O3_221,276
Ba0.5La0.5Fe0.5Cu0.5O2.67_221,277
Ba0.5La0.5Fe1O2.955_221,278
Ba0.5La0.5Mg0.25Ti0.75O3_221,279
Ba0.5La0.5Mn0.05Co0.95O3_221,280
Ba0.5La0.5Mn0.5Ru0.5O3_221,281
Ba0.5La0.5Mn1O3_221,282
Ba0.5La0.5Ti0.5Cr0.5O3_221,283
Ba0.5La0.5Ti0.5Cu0.5O3_221,284
Ba0.5La1.3Mn2O6_167,285
Ba0.5La1.5Co2O6_167,286
Ba0.5La1.5Mn2O6_167,287
Ba0.5La3.5Ti0.5Mn3.5O12_62,288
Ba0.5Nd0.5Fe0.75Co0.25O3_221,289
Ba0.5Nd0.5Fe1O3_221,290
Ba0.5Nd0.5Mn0.75Co0.25O2.7_221,291
Ba0.5Nd0.5Mn1O2.7_221,292
Ba0.5Sr0.5Fe0.266Co0.539Mo0.195O2.814_221,293
Ba0.5Sr0.5Fe0.2Co0.8O3_221,294
Ba0.5Sr0.5Fe0.5Co0.5O2.67_221,295
Ba0.5Sr0.5Mo1O3_221,296
Ba0.5Sr0.5Pb1O3_221,297
Ba0.5Sr0.5Sn1O3_123,298
Ba0.5Sr0.5Sn1O3_221,299
Ba0.5Sr0.5Ti0.5Mo0.5O3_221,300
Ba0.5Sr0.5Zr0.05Ti0.95O3_221,301
Ba0.5Sr3.5Er2Mo2O12_14,302
Ba0.5Sr3.5Y2Ru2O12_14,303
Ba0.5Ti0.5Mn0.5Bi0.5O3_221,304
Ba0.5Zr0.4Ti0.6Pb0.5O3_221,305
Ba0.5Zr0.4Ti0.6Pb0.5O3_99,306
Ba0.62615Ti0.62615Fe0.37384Bi0.32097O3_221,307
Ba0.648Na0.1728La0.1536Eu0.0192Ti0.9984O3_221,308
Ba0.64La1.34Mn2O6_167,309
Ba0.65La1.34Mn2O6_167,310
Ba0.65Sc0.35Ti0.65Bi0.35O3_221,311
Ba0.6667La0.3333Fe1O2.532_221,312
Ba0.6667La0.3333Fe1O2.535_221,313
Ba0.6667La0.3333Fe1O2.547_221,314
Ba0.6667La0.3333Fe1O2.553_221,315
Ba0.6667La0.3333Fe1O2.745_221,316
Ba0.6667La0.3333Fe1O2.763_221,317
Ba0.6667La0.3333Fe1O2.832_221,318
Ba0.6667La0.3333Fe1O2.844_221,319
Ba0.6667La0.3333Fe1O2.85_221,320
Ba0.6667La0.3333Fe1O2.937_221,321
Ba0.6667La0.3333Fe1O2.961_221,322
Ba0.6667La0.3333Fe1O2.964_221,323
Ba0.6667La0.3333Fe1O2.976_221,324
Ba0.6667Nd0.3333Fe1O2.841_221,325
Ba0.6667Nd0.3333Fe1O2.88_221,326
Ba0.666La1.334Mn1.8Cr0.2O6_167,327
Ba0.666La1.334Mn1.96Cr0.04O6_167,328
Ba0.666La1.334Mn1.9Cr0.1O6_167,329
Ba0.666La1.334Mn2O6_167,330
Ba0.66La0.68Nd0.66Mn2O5.952_167,331
Ba0.66La0.68Pr0.66Mn2O5.94_167,332
Ba0.66La0.68Sm0.66Mn2O5.892_167,333
Ba0.66La1.34Mn1.7Sn0.3O6_167,334
Ba0.66La1.34Mn1.8Cr0.2O6_167,335
Ba0.66La1.34Mn1.8Sn0.2O6_167,336
Ba0.66La1.34Mn1.9Sn0.1O6_167,337
Ba0.66La1.34Mn2O5.8902_167,338
Ba0.66La1.34Mn2O6_167,339
Ba0.66La3.34Cr2Fe2O9.756_62,340
Ba0.66La3.34Cr2Fe2O9.804_62,341
Ba0.66La3.34Cr2Fe2O9.852_62,342
Ba0.67Sr0.33Ti1O3_99,343
Ba0.696Na0.1488La0.096Eu0.0192Ti0.9984O2.9952_221,344
Ba0.6Ca0.2La1.2Mn2O6_167,345
Ba0.6Ca0.4La1Mn2O6_74,346
Ba0.6Ca1.4La2Mn4O12_62,347
Ba0.6Ca3.4La2Nb2O12_14,348
Ba0.6La0.4Fe0.8Co0.2O2.7_221,349
Ba0.6La0.4In1O2.7_221,350
Ba0.6La0.4Ti0.6Cr0.4O3_221,351
Ba0.6La1.1Eu0.3Mn2O6_167,352
Ba0.6La1.2Eu0.2Mn2O6_167,353
Ba0.6La1.3Eu0.1Mn2O6_167,354
Ba0.6La1.3Mn2O6_167,355
Ba0.6La1.4Co2O6_167,356
Ba0.6La1.4Mg0.7Ti1.3O6_74,357
Ba0.6La1.4Mn2O5.934_167,358
Ba0.6La1.4Mn2O6_167,359
Ba0.6La1Y0.4Mn1.6Fe0.4O6_74,360
Ba0.6La3.4In4O12_62,361
Ba0.6Na0.4Ti0.6Nb0.4O3_221,362
Ba0.6Sr0.2La1.2Mn2O6_167,363
Ba0.6Sr0.39Ti0.74Sn0.26O3_221,364
Ba0.6Sr0.4Fe1O3_221,365
Ba0.6Sr0.4Sn1O3_221,366
Ba0.6Sr0.4Zr0.05Ti0.95O3_221,367
Ba0.6Sr0.56La0.84Nb0.06Fe1.24Co0.7O6_167,368
Ba0.71Fe0.86Bi0.43O2.6451_221,369
Ba0.72035Ti0.72035Fe0.27964Bi0.22739O3_221,370
Ba0.746Sr0.15Ca0.1Y0.004Ti1O3_99,371
Ba0.75Sr0.25Sn1O3_221,372
Ba0.775Dy0.15Ti0.9Sn0.1O3_221,373
Ba0.7968Na0.096La0.0768Eu0.0192Ti0.9984O3_221,374
Ba0.7Fe0.9Bi0.4O2.67_221,375
Ba0.7Gd0.3Mg0.15Ti0.85O3_221,376
Ba0.7La0.3Mg0.15Ti0.85O3_221,377
Ba0.7La1.3Mn2O6_167,378
Ba0.7Na0.3Ti0.7Nb0.3O3_221,379
Ba0.7Sr0.09Ca0.21Ti1O3_99,380
Ba0.7Sr0.12Ca0.18Ti1O3_99,381
Ba0.7Sr0.15Ca0.15Ti1O3_99,382
Ba0.7Sr0.18Ca0.12Ti1O3_99,383
Ba0.7Sr0.24Ca0.06Ti1O3_99,384
Ba0.7Sr0.3Zr0.05Ti0.95O3_221,385
Ba0.7Sr0.3Zr0.05Ti0.95O3_99,386
Ba0.7Ti0.7Fe0.3Bi0.3O3_221,387
Ba0.81Ca0.19Ti0.6Sn0.4O3_99,388
Ba0.829Sr0.171Ce0.11Ti0.89O3_221,389
Ba0.82Ca0.18Ti1O3_221,390
Ba0.851Y0.517Zr0.632O2.889_221,391
Ba0.854Ti0.875Zn0.125Bi0.146O3_99,392
Ba0.856Sr0.428La2.712Co4O12_62,393
Ba0.85Ca0.15Zr0.1Ti0.9O3_221,394
Ba0.85Dy0.1Ti0.9Sn0.1O3_221,395
Ba0.85Sr0.15Ti1O3_99,396
Ba0.86937Ti0.86937Fe0.13063Bi0.07175O3_221,397
Ba0.86Ca0.14Ti1O3_221,398
Ba0.875Ti0.875Nb0.0417Zn0.0833Bi0.125O3_221,399
Ba0.87Ca0.13Ti0.81Sn0.19O3_99,400
Ba0.88Ca0.12Ti0.93O2.79_99,401
Ba0.88Ca0.12Ti0.96O2.88_99,402
Ba0.88Ca0.12Ti1O3_99,403
Ba0.88Nd3.12Co4O12_62,404
Ba0.8992Na0.0496La0.0296Eu0.02Ti1O2.9984_99,405
Ba0.89Fe0.74Bi0.37O2.5551_221,406
Ba0.8Ca0.2La1Mn2O6_74,407
Ba0.8Ca0.2Zr1O3_221,408
Ba0.8Ca0.8La2.4Mn4O12_62,409
Ba0.8Ca1.2La2Mn4O12_62,410
Ba0.8Fe0.8Bi0.4O2.601_221,411
Ba0.8Gd0.2Mg0.1Ti0.9O3_221,412
Ba0.8La0.2In1O2.598_221,413
Ba0.8La0.2Ti0.8Cr0.2O3_221,414
Ba0.8La1.2Fe1.6Co0.4O5.7_167,415
Ba0.8La1.2Mn2O6_167,416
Ba0.8La3.2Fe3.2Co0.8O12_62,417
Ba0.8Pr2.8Mn4O12_62,418
Ba0.8Pr3.2Co4O12_62,419
Ba0.8Pr3.2Mn4O12_62,420
Ba0.8Sc0.2Ti0.8Bi0.2O3_221,421
Ba0.8Sr0.15Ti1Zn0.05O3_99,422
Ba0.8Sr0.17Ti1Zn0.03O3_99,423
Ba0.8Sr0.2Fe1O3_221,424
Ba0.8Sr0.2Hf1O3_221,425
Ba0.8Sr0.2Sn1O3_221,426
Ba0.8Sr0.2Ti1H0.195O2.805_221,427
Ba0.8Sr0.2Ti1O3_99,428
Ba0.8Sr0.2Zr0.05Ti0.95O3_99,429
Ba0.8Sr0.48La0.72Nb0.08Fe1.12Co0.8O6_167,430
Ba0.8Sr0.4Nd2.8Mn4O12_62,431
Ba0.8Sr1.2La2Zn2Sb2O12_14,432
Ba0.8Sr3.2Ca2W2O12_14,433
Ba0.8Sr3.2Hf4O12_62,434
Ba0.8Sr3.2Ho2Ru2O12_14,435
Ba0.8Sr3.2Sn4O12_62,436
Ba0.8Sr3.2Ta2In2O12_14,437
Ba0.8Sr3.2Y2Ir2O12_14,438
Ba0.8Sr3.2Y2Os2O12_14,439
Ba0.905Ca0.079Ti1O2.992_99,440
Ba0.914Ca0.113Ti0.973O2.951_99,441
Ba0.925Ti0.925Nb0.025Zn0.05Bi0.075O3_221,442
Ba0.92La0.08Ti0.92Cr0.08O3_221,443
Ba0.92La1.08Mn1.048Ru0.952O6_74,444
Ba0.92Na0.04La0.0192Eu0.02Ti1O3_99,445
Ba0.92Ti0.92Fe0.08Bi0.08O3_221,446
Ba0.92Ti0.9O2.89_99,447
Ba0.936Ti0.923Zn0.077Bi0.064O3_99,448
Ba0.936Ti0.961Zn0.039Bi0.064O3_221,449
Ba0.936Ti0.961Zn0.039Bi0.064O3_99,450
Ba0.93Mg0.21Ti0.79O2.97_221,451
Ba0.93Sc0.07Ti0.93Bi0.07O3_221,452
Ba0.93Sc0.07Ti0.93Bi0.07O3_99,453
Ba0.942Sm0.09997Ti0.942O3_99,454
Ba0.948Nb1O3_221,455
Ba0.9496Na0.0248La0.0048Eu0.02Ti1O3_99,456
Ba0.94Ca0.06Ti1O3_221,457
Ba0.94Gd0.06Mg0.03Ti0.97O3_221,458
Ba0.94La0.04Ti1O3_221,459
Ba0.94La0.06Ti0.94Cr0.06O3_221,460
Ba0.94Ti0.94Fe0.06Bi0.06O3_99,461
Ba0.95Ca0.05Zr0.1Ti0.9O3_221,462
Ba0.95Ca0.05Zr0.1Ti0.9O3_99,463
Ba0.95Dy0.05Zr0.25Ti0.75O3_221,464
Ba0.95Fe0.7Bi0.35O2.5251_221,465
Ba0.95La0.05Ti0.95Cr0.05O3_221,466
Ba0.95Sr0.05Sn1O3_221,467
Ba0.95Sr0.05Ti1O3_99,468
Ba0.95Ti0.98Co0.02Pb0.05O3_99,469
Ba0.95Ti0.995Co0.005Pb0.05O3_99,470
Ba0.95Ti0.997Co0.003Pb0.05O3_99,471
Ba0.95Ti0.999Co0.001Pb0.05O3_99,472
Ba0.95Ti0.99Co0.01Pb0.05O3_99,473
Ba0.95Ti1Pb0.05O3_99,474
Ba0.961Ti0.937Zn0.063Bi0.039O3_221,475
Ba0.961Ti0.937Zn0.063Bi0.039O3_99,476
Ba0.9694La0.25Sn0.75O2.844_221,477
Ba0.96Bi0.86O3_221,478
Ba0.96La0.0267Ti1O3_99,479
Ba0.96La0.04Ti0.96Cr0.04O3_221,480
Ba0.96Nd0.04Ti1O3_99,481
Ba0.972Tb0.183Zr0.83O2.907_221,482
Ba0.973Na0.0074Y0.024Ti0.988Bi0.0074O3_99,483
Ba0.975Dy0.025Zr0.25Ti0.75O3_221,484
Ba0.975Ti0.975Nb0.00833Zn0.01667Bi0.025O3_99,485
Ba0.975Yb0.191Zr0.814O2.889_221,486
Ba0.9798Nd0.25Sn0.75O2.856_221,487
Ba0.979Ho0.192Zr0.817O2.901_221,488
Ba0.979Na0.0075Y0.012Ti0.994Bi0.0075O3_99,489
Ba0.979Na0.01Y0.002Ti0.999Bi0.01O3_99,490
Ba0.97Nb1O3_221,491
Ba0.97Tm0.192Zr0.819O2.895_221,492
Ba0.97Y0.19Zr0.81O2.874_221,493
Ba0.982Na0.0075Y0.006Ti0.997Bi0.0075O3_99,494
Ba0.984Er0.193Zr0.821O2.916_221,495
Ba0.984Na0.0075Y0.002Ti0.999Bi0.0075O3_99,496
Ba0.9852Sm0.25Sn0.75O2.874_221,497
Ba0.985Na0.015Ti0.985Nb0.015O3_99,498
Ba0.985Pr0.213Zr0.802O2.91_221,499
Ba0.9889Fe0.6022Bi0.3886O2.6649_221,500
Ba0.989Na0.005Y0.002Ti0.999Bi0.005O3_99,501
Ba0.98Ca0.02Ti1O3_221,502
Ba0.98Gd0.204Zr0.816O2.919_221,503
